customer_id,product_id,action_date,type,age_range,gender,customer_register_date,customer_level,city_level,brand,shop_id,category,product_market_date,fans_number,vip_number,shop_register_date,shop_category,shop_score,action_day
195765,283786,2018/4/8 21:19,PageView,5,M,2017/5/29,6,5,Other,4743,Milk,2015/10/8,1027,4719,2015/7/28,Food,9.385214,2018/4/8
1416512,331159,2018/4/11 13:17,PageView,1,W,2018/1/27,6,4,Other,1891,Sunscreen Cream,2017/9/19,10905,3233,2017/9/14,Beauty Makeup,9.436121,2018/4/11
1168803,98022,2018/4/15 17:47,PageView,5,M,2015/8/20,7,1,Huawei,5330,Phone,2017/7/19,0,0,,Electronics,0,2018/4/15
1024077,248051,2018/4/11 13:39,PageView,5,M,2011/9/6,7,3,Huawei,8952,Phone,2010/6/12,0,0,,Electronics,0,2018/4/11
321994,106277,2018/4/9 15:33,PageView,1,M,2015/11/7,5,4,Olay,4069,Facial Essence,2017/7/10,1194,16961,2013/12/19,Beauty Makeup,9.219812,2018/4/9
1505994,108475,2018/4/15 10:08,PageView,5,M,2016/12/18,6,3,Apple,4178,Phone,2016/4/22,0,0,,Electronics,0,2018/4/15
1575060,4051,2018/4/15 22:08,PageView,2,W,2015/8/16,1,6,Other,244,Face Cream,2016/6/3,24842,91416,2013/5/17,Beauty Makeup,9.618341,2018/4/15
597480,138345,2018/4/10 17:08,PageView,5,W,2017/6/28,1,5,Innisfree,4575,Foundation Make-up,2015/4/1,9929,16583,2015/3/16,Beauty Makeup,9.691367,2018/4/10
1574731,174963,2018/4/10 22:06,PageView,6,M,2009/6/16,7,1,Huawei,3119,Tablet,2013/12/24,0,0,,Electronics,0,2018/4/10
1172631,202306,2018/4/8 15:25,PageView,5,W,2017/10/25,1,5,LukFook,8627,Necklace,2018/1/5,3170,56896,2017/11/3,Jewellery Accessories,9.193911,2018/4/8
218131,127642,2018/4/13 13:36,PageView,5,W,2016/6/3,1,4,Other,1705,Coffee,2017/4/25,24974,107588,2016/9/14,Food,9.177603,2018/4/13
53815,313701,2018/4/9 11:37,PageView,6,W,2017/6/18,6,5,Supor,9386,Rice Cooker,2018/1/8,10666,2629,2015/8/11,Household Eletric Appliance,9.413149,2018/4/9
466730,263038,2018/4/10 15:18,PageView,6,W,2012/3/27,7,1,Huawei,7257,Phone,2016/7/25,0,0,,Electronics,0,2018/4/10
1375578,298319,2018/4/11 8:18,PageView,4,M,2018/4/11,6,3,Lancome,1886,Sunscreen Cream,2017/11/23,6957,245191,2015/10/11,Beauty Makeup,9.492477,2018/4/11
852559,27713,2018/4/15 10:26,PageView,6,M,2015/2/2,7,3,Sony,1194,Digital Camera,2017/8/30,0,0,,Electronics,0,2018/4/15
1516700,3305,2018/4/10 15:33,PageView,5,M,2016/3/1,1,1,LEDIN,7030,Coat,2017/1/8,165333,85911,2015/4/17,Clothes,9.628989,2018/4/10
560896,55941,2018/4/13 9:59,PageView,5,M,2013/9/21,7,1,Apple,5792,Tablet,2017/5/8,0,0,,Electronics,0,2018/4/13
1499241,201131,2018/4/9 19:02,PageView,2,M,2012/1/31,7,3,Lipton,6612,Tea,2015/4/29,38718,26342,2015/4/8,Food,9.492045,2018/4/9
1281579,275238,2018/4/13 22:30,PageView,5,M,2014/11/30,7,4,Other,7379,Coat,2017/6/12,221804,114783,2015/6/9,Clothes,9.673994,2018/4/13
1281579,34966,2018/4/13 22:31,PageView,5,M,2014/11/30,7,4,Other,7379,Coat,2016/11/24,221804,114783,2015/6/9,Clothes,9.673994,2018/4/13
296641,232862,2018/4/11 23:50,PageView,6,M,2015/10/6,7,4,Other,5618,Coat,2016/7/29,173008,182665,2013/1/28,Clothes,9.396298,2018/4/11
102095,101115,2018/4/12 14:37,PageView,5,W,2014/6/6,6,5,Olay,4069,Facial Essence,2015/3/9,1194,16961,2013/12/19,Beauty Makeup,9.219812,2018/4/12
890864,82876,2018/4/10 16:13,PageView,6,W,2015/12/20,6,1,Lipton,6764,Tea,2013/3/15,23580,135698,2013/3/7,Food,9.307312,2018/4/10
968152,252045,2018/4/9 10:17,PageView,6,M,2012/1/28,7,3,Quanyou,6578,Bed,2015/7/17,311415,15055,2015/5/22,Furniture,9.170224,2018/4/9
1455243,13474,2018/4/10 14:36,PageView,6,W,2014/8/25,5,4,Other,4016,Facial Moisturizer,2017/8/3,5669,4788,2017/8/2,Beauty Makeup,9.564855,2018/4/10
1495099,359504,2018/4/13 14:09,PageView,5,M,2017/11/25,7,1,Huawei,8952,Phone,2017/6/8,0,0,,Electronics,0,2018/4/13
904728,229556,2018/4/9 8:32,PageView,6,W,2010/7/1,7,3,Vivo,1770,Phone,2017/7/24,0,0,,Electronics,0,2018/4/9
687614,294432,2018/4/12 8:52,PageView,6,M,2016/3/23,1,1,Lipton,9544,Tea,2018/2/22,115387,101980,2018/1/24,Food,9.058169,2018/4/12
272663,25315,2018/4/14 23:04,PageView,5,M,2010/9/21,7,4,Lipton,8737,Tea,2016/3/4,24664,2385,2016/3/1,Food,9.803381,2018/4/14
774575,247844,2018/4/15 21:34,PageView,1,M,2018/2/14,1,5,Other,615,Candy,2012/6/15,72195,116501,2013/6/28,Food,9.433492,2018/4/15
795256,254283,2018/4/8 16:27,PageView,6,M,2017/11/20,5,5,Other,8545,Coat,2017/3/9,28751,12028,2017/3/9,Clothes,9.70174,2018/4/8
795256,43671,2018/4/15 12:18,PageView,6,M,2017/11/20,5,5,Huawei,9445,Phone,2017/11/17,0,0,,Electronics,0,2018/4/15
795256,23850,2018/4/15 21:24,PageView,6,M,2017/11/20,5,5,HLA,6254,Coat,2017/6/19,42311,167459,2011/12/30,Clothes,9.599397,2018/4/15
1545867,323495,2018/4/12 15:04,PageView,6,W,2017/1/31,1,4,Sumsung,4158,Phone,2011/11/25,0,0,,Electronics,0,2018/4/12
446949,115851,2018/4/14 13:36,PageView,6,M,2011/10/21,7,1,Other,8451,Phone,2014/3/13,0,0,,Electronics,0,2018/4/14
1094558,74294,2018/4/11 21:16,PageView,6,M,2013/10/25,7,1,Apple,4178,Phone,2016/9/30,0,0,,Electronics,0,2018/4/11
550642,135889,2018/4/8 9:55,PageView,5,W,2009/5/31,7,3,Huawei,8952,Phone,2016/7/21,0,0,,Electronics,0,2018/4/8
877173,341291,2018/4/10 22:42,PageView,5,M,2014/9/7,7,2,Estee Lauder,873,Lipstick,2017/6/1,136319,201231,2016/9/5,Beauty Makeup,9.545368,2018/4/10
1000152,263554,2018/4/9 10:13,PageView,5,M,2015/3/22,1,3,Vivo,6977,Phone,2018/3/22,0,0,,Electronics,0,2018/4/9
63096,154126,2018/4/14 14:30,PageView,6,W,2012/2/1,7,4,Redmi,6892,Phone,2015/9/28,0,0,,Electronics,0,2018/4/14
1391646,176764,2018/4/14 8:53,PageView,6,M,2016/4/29,7,5,Olay,7807,Face Cream,2017/5/23,30152,38446,2017/4/24,Beauty Makeup,9.605013,2018/4/14
590370,96090,2018/4/10 14:04,PageView,4,M,2011/11/20,7,3,LukFook,3836,Necklace,2017/8/11,1578,19560,2017/8/5,Jewellery Accessories,9.231946,2018/4/10
60856,147875,2018/4/14 21:18,PageView,6,W,2014/12/29,1,3,Huawei,5330,Phone,2018/3/19,0,0,,Electronics,0,2018/4/14
1456882,247971,2018/4/15 3:34,PageView,6,M,2017/7/31,5,4,Huawei,6119,Phone,2017/8/22,0,0,,Electronics,0,2018/4/15
1456882,365077,2018/4/13 15:49,PageView,6,M,2017/7/31,5,4,Estee Lauder,8100,Facial Moisturizer,2017/6/9,135354,189941,2016/8/10,Beauty Makeup,9.680148,2018/4/13
873946,168635,2018/4/8 9:34,PageView,6,M,2013/3/1,7,3,Other,8451,Phone,2016/8/9,0,0,,Electronics,0,2018/4/8
1350245,5827,2018/4/15 14:30,PageView,5,W,2015/10/26,1,1,Other,10129,Coat,2017/4/20,410068,29491,2017/2/10,Clothes,9.732041,2018/4/15
50621,19055,2018/4/10 9:58,PageView,6,W,2016/5/28,7,1,Huawei,8952,Phone,2017/7/13,0,0,,Electronics,0,2018/4/10
50621,94141,2018/4/10 18:14,PageView,6,W,2016/5/28,7,1,Kuka,9727,Bed,2017/3/14,319682,8860,2016/4/25,Furniture,9.370589,2018/4/10
1496371,192616,2018/4/8 14:49,PageView,6,M,2014/9/4,7,1,Supor,7011,Electric Kettle,2015/8/18,8150,38085,2015/7/13,Household Eletric Appliance,8.931203,2018/4/8
1230894,171980,2018/4/15 21:53,PageView,5,W,2012/3/8,7,5,Apple,4885,Phone,2017/1/10,0,0,,Electronics,0,2018/4/15
828156,295554,2018/4/9 18:28,PageView,6,W,2009/8/9,7,4,Huawei,4280,Phone,2017/8/22,0,0,,Electronics,0,2018/4/9
775974,159623,2018/4/10 10:15,PageView,6,M,2015/3/23,7,4,Other,1984,Candy,2017/7/12,55685,77548,2015/12/11,Food,9.589047,2018/4/10
1392934,100963,2018/4/13 12:00,PageView,4,M,2013/2/18,5,1,Other,4399,Nut,2017/8/3,5376,4913,2016/6/14,Food,9.410926,2018/4/13
214471,284395,2018/4/15 9:11,PageView,5,M,2010/8/6,7,1,Huawei,7413,Phone,2016/4/26,0,0,,Electronics,0,2018/4/15
1061333,289994,2018/4/14 20:56,PageView,5,M,2012/7/13,6,4,Oreo,512,Cookie,2017/10/19,22719,6525,2015/9/23,Food,9.782367,2018/4/14
1565848,1939,2018/4/10 13:42,PageView,5,M,2012/7/30,5,5,Huawei,4234,Phone,2017/5/10,0,0,,Electronics,0,2018/4/10
1209321,218414,2018/4/8 11:16,PageView,5,M,2016/10/13,6,4,Olay,9247,Face Cream,2015/7/17,35255,373493,2015/5/29,Beauty Makeup,9.331814,2018/4/8
820397,220780,2018/4/15 11:37,PageView,6,M,2011/8/16,7,4,Huawei,7413,Phone,2017/10/17,0,0,,Electronics,0,2018/4/15
772985,50171,2018/4/9 19:14,PageView,5,M,2012/5/23,7,4,Huawei,8952,Phone,2017/12/25,0,0,,Electronics,0,2018/4/9
962991,255784,2018/4/12 13:11,PageView,6,W,2015/12/22,1,4,Lipton,2757,Tea,2017/11/6,97452,134236,2015/11/2,Food,9.417205,2018/4/12
275314,253241,2018/4/10 22:56,PageView,6,M,2012/5/10,7,4,HLA,7114,Coat,2018/1/15,39541,29078,2017/8/25,Clothes,9.185201,2018/4/10
755417,330071,2018/4/8 10:10,PageView,5,M,2011/8/22,7,4,DOVE,1240,Chocolate,2017/10/12,59399,69020,2012/5/10,Food,9.537014,2018/4/8
607,325580,2018/4/14 3:11,PageView,6,M,2014/12/10,7,1,Lipton,9927,Tea,2016/10/17,24267,9541,2016/10/9,Food,9.509941,2018/4/14
607,374675,2018/4/14 3:17,PageView,6,M,2014/12/10,7,1,meiji,2776,Chocolate,2016/10/7,21464,23722,2016/6/25,Food,9.477105,2018/4/14
871650,309567,2018/4/12 21:23,PageView,6,W,2015/4/12,1,4,Nestle,4452,Coffee,2015/3/4,17068,227866,2013/6/28,Food,9.58722,2018/4/12
207626,114921,2018/4/9 12:43,PageView,5,W,2015/4/18,1,5,Redmi,10254,Phone,2017/2/16,0,0,,Electronics,0,2018/4/9
1025990,211076,2018/4/15 15:07,PageView,2,M,2013/12/4,7,4,ELand,5733,Coat,2016/7/13,398541,856414,2013/6/4,Clothes,9.426208,2018/4/15
1252790,205948,2018/4/13 17:31,PageView,5,W,2010/2/1,7,5,Quanyou,2107,Bed,2016/9/19,20200,21969,2016/8/20,Furniture,9.400237,2018/4/13
129543,165264,2018/4/8 15:46,PageView,6,M,2015/2/2,7,5,Other,177,Candy,2017/1/4,4503,9765,2016/12/20,Food,9.561885,2018/4/8
1365161,230321,2018/4/8 13:19,PageView,1,M,2011/3/17,7,1,Sony,3760,Digital Camera,2014/12/10,0,0,,Electronics,0,2018/4/8
426438,176401,2018/4/8 13:27,PageView,6,M,2014/11/10,5,3,Huawei,1107,Phone,2010/6/12,0,0,,Electronics,0,2018/4/8
806452,346578,2018/4/12 14:30,PageView,2,M,2009/9/19,7,4,LukFook,7530,Necklace,2017/9/3,848,28375,2017/7/31,Jewellery Accessories,9.206002,2018/4/12
1516002,227001,2018/4/10 20:34,PageView,5,W,2017/7/11,7,5,Apple,5330,Phone,2016/10/21,0,0,,Electronics,0,2018/4/10
1100532,331342,2018/4/13 23:10,PageView,5,M,2010/4/18,7,3,Huawei,3433,Phone,2009/11/11,0,0,,Electronics,0,2018/4/13
1259800,311050,2018/4/11 11:26,PageView,5,M,2018/2/17,1,5,LittleSwan,8351,Washing Machine,2016/9/18,3346267,1665629,2016/8/11,Household Eletric Appliance,9.797118,2018/4/11
889556,35655,2018/4/13 16:19,PageView,5,M,2012/3/3,1,4,Innisfree,9583,Eye Shadow,2017/2/27,83538,192572,2016/9/22,Beauty Makeup,9.605158,2018/4/13
933141,259686,2018/4/9 10:35,PageView,1,M,2013/6/18,5,3,Other,1528,Face Cream,2015/11/2,19103,113740,2015/11/2,Beauty Makeup,9.296232,2018/4/9
263479,370377,2018/4/12 9:29,PageView,2,M,2009/1/10,7,4,Huawei,1107,Phone,2014/5/13,0,0,,Electronics,0,2018/4/12
1556408,176291,2018/4/10 23:37,PageView,1,M,2012/12/11,5,3,Other,1854,Face Cream,2017/2/8,366045,47216,2015/6/8,Beauty Makeup,9.454706,2018/4/10
778690,70682,2018/4/8 14:12,PageView,2,M,2014/5/25,7,3,UNIQLO,3636,Coat,2018/4/3,15762,3073,2017/12/2,Clothes,9.794229,2018/4/8
778690,50730,2018/4/8 14:15,PageView,2,M,2014/5/25,7,3,UNIQLO,9859,Coat,2017/12/8,17448,3621,2017/3/14,Clothes,9.528111,2018/4/8
534949,254767,2018/4/10 22:46,PageView,5,W,2015/9/25,1,2,Apple,5523,Phone,2017/10/12,0,0,,Electronics,0,2018/4/10
1302738,228535,2018/4/14 8:54,PageView,2,M,2017/3/26,7,4,ELand,3750,Coat,2017/6/28,25655,5649,2017/6/9,Clothes,9.492042,2018/4/14
1302738,153458,2018/4/11 10:45,PageView,2,M,2017/3/26,7,4,Other,952,Coat,2017/3/10,3958,1812,2017/3/9,Clothes,9.110178,2018/4/11
797009,167377,2018/4/12 0:23,PageView,2,M,2012/12/5,7,4,Lipton,6910,Tea,2017/11/1,524,6026,2015/6/6,Food,9.681236,2018/4/12
1093596,258552,2018/4/10 20:29,PageView,6,M,2010/11/13,7,4,Lays,8148,Potatio Chips,2015/11/26,94311,148435,2014/7/19,Food,9.346251,2018/4/10
984259,188830,2018/4/9 21:35,PageView,6,M,2016/3/10,6,5,Other,6478,Coat,2017/5/4,582722,68837,2016/4/8,Clothes,9.456515,2018/4/9
7549,47585,2018/4/15 4:05,PageView,4,M,2016/3/4,5,5,Lipton,3356,Tea,2017/6/13,10925,10580,2017/6/4,Food,9.714884,2018/4/15
1335218,210529,2018/4/13 7:43,PageView,5,M,2013/11/20,7,5,Apple,4178,Phone,2016/9/27,0,0,,Electronics,0,2018/4/13
929618,95365,2018/4/9 9:10,PageView,6,M,2010/8/12,5,1,Adidas,9651,Sport Suit,2014/1/21,85528,132062,2013/3/5,Outdoor Sports,9.712776,2018/4/9
1198435,241520,2018/4/8 11:16,PageView,5,U,2017/9/2,6,4,H&M,1118,Coat,2017/7/19,119742,24362,2017/6/14,Clothes,9.759036,2018/4/8
719918,937,2018/4/15 21:30,PageView,5,M,2014/5/29,5,1,Nikon,3217,Digital Camera,2017/12/29,0,0,,Electronics,0,2018/4/15
753433,107385,2018/4/13 8:51,PageView,5,M,2016/2/10,5,5,Estee Lauder,4303,Makerup Water,2017/11/4,326523,752742,2015/4/9,Beauty Makeup,9.631294,2018/4/13
1258476,59220,2018/4/8 16:52,PageView,5,M,2009/10/13,7,4,DELL,8101,Notebook,2017/10/26,0,0,,Electronics,0,2018/4/8
529605,32094,2018/4/9 21:04,PageView,5,M,2015/6/17,1,3,DELL,2189,Notebook,2015/6/23,0,0,,Electronics,0,2018/4/9
232437,17593,2018/4/13 9:24,PageView,2,M,2018/1/29,7,1,Quanyou,6578,Bed,2018/1/23,311415,15055,2015/5/22,Furniture,9.170224,2018/4/13
250712,365523,2018/4/10 14:39,PageView,5,M,2011/7/3,5,3,Adidas,6241,Sport Suit,2016/5/12,202580,75466,2013/5/23,Outdoor Sports,9.602207,2018/4/10
1015328,170745,2018/4/13 19:06,PageView,5,M,2016/8/20,1,5,Huawei,1107,Phone,2012/8/30,0,0,,Electronics,0,2018/4/13
151810,280378,2018/4/8 22:48,PageView,6,W,2015/10/22,5,4,LukFook,7831,Bracelet,2018/3/8,2578,40796,2017/12/6,Jewellery Accessories,9.036375,2018/4/8
698347,179244,2018/4/11 13:30,PageView,6,M,2017/9/20,1,1,Other,8548,Candy,2017/4/5,2661,4015,2016/8/31,Food,9.340301,2018/4/11
432196,356873,2018/4/12 0:02,PageView,6,M,2011/11/26,7,5,Other,2478,Candy,2017/3/13,6939,21659,2015/6/5,Food,9.53539,2018/4/12
1339169,4013,2018/4/8 0:52,PageView,6,M,2013/5/22,7,1,Apple,9617,Phone,2017/12/14,0,0,,Electronics,0,2018/4/8
760902,133780,2018/4/15 22:49,PageView,6,M,2014/9/5,7,5,DELL,6703,Notebook,2012/2/16,0,0,,Electronics,0,2018/4/15
1248912,31583,2018/4/8 20:29,PageView,6,M,2018/1/24,5,5,Huawei,8952,Phone,2013/3/7,0,0,,Electronics,0,2018/4/8
1169096,27966,2018/4/9 9:55,PageView,5,M,2015/12/1,5,3,Huawei,5332,Phone,2016/4/22,0,0,,Electronics,0,2018/4/9
639023,30660,2018/4/13 0:15,PageView,5,M,2013/11/14,7,3,Sony,5330,Digital Camera,2017/11/28,0,0,,Electronics,0,2018/4/13
12039,357327,2018/4/10 19:42,PageView,5,M,2017/5/5,7,5,Sumsung,7082,Phone,2012/5/10,0,0,,Electronics,0,2018/4/10
1061760,94081,2018/4/13 20:54,PageView,6,W,2017/5/17,5,1,Lenovo,8316,Notebook,2016/3/21,0,0,,Electronics,0,2018/4/13
1025640,252592,2018/4/9 21:41,PageView,6,M,2011/7/29,7,3,Nikon,9617,Digital Camera,2017/12/4,0,0,,Electronics,0,2018/4/9
1596883,3716,2018/4/12 6:26,PageView,4,W,2015/10/28,1,1,Apple,3895,Ipad,2017/10/25,0,0,,Electronics,0,2018/4/12
755868,376857,2018/4/9 20:25,PageView,6,M,2016/1/25,1,4,Apple,2836,Tablet,2017/2/28,0,0,,Electronics,0,2018/4/9
789068,310521,2018/4/14 20:51,PageView,6,M,2016/5/28,7,5,Apple,4178,Phone,2016/9/27,0,0,,Electronics,0,2018/4/14
762204,323827,2018/4/8 16:49,PageView,6,M,2013/5/10,1,4,Olay,542,Lipstick,2015/9/22,53220,395144,2015/7/27,Beauty Makeup,9.31107,2018/4/8
1032984,120439,2018/4/13 1:41,PageView,5,M,2016/10/6,7,1,Other,8555,Coat,2017/3/14,82321,52512,2017/3/3,Clothes,9.602432,2018/4/13
1406968,253646,2018/4/8 6:48,PageView,6,M,2013/11/14,5,3,Huawei,8952,Phone,2010/9/9,0,0,,Electronics,0,2018/4/8
1406968,205079,2018/4/8 6:49,PageView,6,M,2013/11/14,5,3,Huawei,8952,Phone,2017/8/22,0,0,,Electronics,0,2018/4/8
1223501,58930,2018/4/13 21:54,PageView,5,W,2011/9/14,7,1,Other,7540,Candy,2016/9/19,53028,71862,2016/9/6,Food,9.546363,2018/4/13
162664,186644,2018/4/12 21:39,PageView,5,M,2015/1/27,7,5,Other,744,Coat,2016/11/14,180250,52606,2016/5/16,Clothes,9.414502,2018/4/12
46315,84622,2018/4/10 18:03,PageView,5,W,2017/12/13,6,4,Other,3863,Makerup Water,2018/3/30,44149,102707,2016/8/1,Beauty Makeup,9.348666,2018/4/10
795091,34787,2018/4/12 15:23,PageView,6,M,2014/8/11,5,5,Lipton,5101,Tea,2011/12/6,24029,184423,2013/6/28,Food,9.458494,2018/4/12
157810,191763,2018/4/9 6:30,PageView,5,M,2014/2/8,7,5,Other,9336,Eye Shadow,2015/5/28,1342,23375,2015/5/26,Beauty Makeup,9.395062,2018/4/9
1403613,5077,2018/4/14 8:09,PageView,5,M,2016/6/15,5,3,Apple,8531,Phone,2015/5/19,0,0,,Electronics,0,2018/4/14
104412,142054,2018/4/13 9:15,PageView,5,M,2015/5/9,1,5,Nikon,9617,Digital Camera,2017/12/4,0,0,,Electronics,0,2018/4/13
1509288,262872,2018/4/11 10:38,PageView,6,W,2011/9/16,5,4,Redmi,6367,Phone,2014/6/11,0,0,,Electronics,0,2018/4/11
807580,72346,2018/4/13 9:03,PageView,6,W,2015/11/10,5,3,Li-Ning,6241,Football,2016/5/25,202580,75466,2013/5/23,Outdoor Sports,9.602207,2018/4/13
1335405,13753,2018/4/11 13:59,PageView,5,M,2015/4/21,5,5,PEACEBIRD,5733,Coat,2017/4/10,398541,856414,2013/6/4,Clothes,9.426208,2018/4/11
1335405,330611,2018/4/13 16:13,PageView,5,M,2015/4/21,5,5,Huawei,695,Tablet,2017/2/21,0,0,,Electronics,0,2018/4/13
323686,176401,2018/4/14 16:26,PageView,2,M,2009/1/2,7,3,Huawei,1107,Phone,2010/6/12,0,0,,Electronics,0,2018/4/14
795665,258625,2018/4/10 13:00,PageView,5,M,2012/8/25,5,4,HLA,405,Coat,2014/9/25,227557,176391,2014/9/22,Clothes,9.213539,2018/4/10
489775,193358,2018/4/11 22:22,PageView,6,M,2012/3/7,7,1,Huawei,5765,Phone,2015/5/18,0,0,,Electronics,0,2018/4/11
405436,253306,2018/4/11 18:10,PageView,6,W,2017/10/15,6,4,LukFook,291,Bracelet,2018/1/12,35295,310025,2017/2/20,Jewellery Accessories,9.570833,2018/4/11
1549044,361146,2018/4/10 9:36,PageView,5,M,2016/7/15,6,4,Huawei,7555,Tablet,2017/10/13,0,0,,Electronics,0,2018/4/10
1205183,242227,2018/4/13 12:55,PageView,6,M,2014/2/13,7,4,Huawei,6700,Phone,2017/3/29,0,0,,Electronics,0,2018/4/13
320205,157000,2018/4/9 1:20,PageView,5,M,2013/6/13,7,4,Lenovo,6662,Notebook,2014/1/6,0,0,,Electronics,0,2018/4/9
1499427,262106,2018/4/12 6:29,PageView,6,W,2014/6/7,5,4,Other,8795,Cookie,2015/7/31,8530,17979,2015/7/13,Food,9.382188,2018/4/12
1241267,238780,2018/4/9 12:36,PageView,5,M,2013/10/5,7,3,Huawei,6119,Tablet,2016/10/13,0,0,,Electronics,0,2018/4/9
750834,112841,2018/4/8 23:37,PageView,6,M,2012/9/23,7,1,Vivo,9973,Phone,2015/10/27,0,0,,Electronics,0,2018/4/8
869641,6267,2018/4/13 21:36,PageView,5,M,2010/10/28,7,1,Apple,4178,Phone,2014/7/3,0,0,,Electronics,0,2018/4/13
1151104,224693,2018/4/11 1:19,PageView,5,M,2010/9/14,7,5,Lipton,10178,Tea,2015/6/12,16164,99482,2015/6/11,Food,9.538814,2018/4/11
231550,273719,2018/4/10 12:45,PageView,5,M,2012/6/16,7,3,HP,5330,Notebook,2016/5/5,0,0,,Electronics,0,2018/4/10
1277169,64595,2018/4/10 21:20,PageView,6,M,2013/6/19,5,1,Huawei,1107,Phone,2017/11/21,0,0,,Electronics,0,2018/4/10
1277169,300624,2018/4/11 12:35,PageView,6,M,2013/6/19,5,1,UNIQLO,1912,Coat,2015/7/9,2511707,175996,2015/7/7,Clothes,9.639505,2018/4/11
157319,157860,2018/4/8 15:53,PageView,5,M,2016/1/27,5,3,Lipton,9845,Tea,2016/5/24,247500,641972,2015/7/14,Food,9.361403,2018/4/8
194270,308797,2018/4/8 17:03,PageView,6,W,2012/8/23,1,5,Other,512,Milk,2017/10/21,22719,6525,2015/9/23,Food,9.782367,2018/4/8
638908,370756,2018/4/8 14:28,PageView,6,M,2013/1/8,5,1,Other,3578,Facial Moisturizer,2016/1/7,58801,97678,2016/1/6,Beauty Makeup,9.48444,2018/4/8
1169566,74294,2018/4/12 7:12,PageView,5,M,2015/11/11,1,3,Apple,4178,Phone,2016/9/30,0,0,,Electronics,0,2018/4/12
893289,35386,2018/4/14 6:04,PageView,6,M,2015/5/6,7,5,Chow Tai Fook,7831,Bracelet,2018/3/8,2578,40796,2017/12/6,Jewellery Accessories,9.036375,2018/4/14
525636,47760,2018/4/15 11:41,PageView,2,W,2015/2/26,5,4,illuma,5091,Milk Power,2017/5/15,13851,19723,2017/5/11,Mother and Infant,9.991616,2018/4/15
1607331,124740,2018/4/14 18:33,PageView,2,M,2015/2/22,5,3,Lipton,8377,Tea,2016/8/22,271400,100116,2016/3/15,Food,9.591246,2018/4/14
491815,304090,2018/4/8 11:15,PageView,6,W,2011/9/28,7,4,Other,4223,Candy,2017/5/3,21702,29768,2017/4/28,Food,9.472388,2018/4/8
583947,221774,2018/4/11 10:00,PageView,6,M,2017/5/29,1,1,Li-Ning,4521,Badminton,2011/6/8,17556,43039,2013/5/23,Outdoor Sports,9.652623,2018/4/11
561513,132231,2018/4/14 11:18,PageView,1,M,2017/10/1,5,1,HLA,405,Coat,2018/3/16,227557,176391,2014/9/22,Clothes,9.213539,2018/4/14
534151,193041,2018/4/8 9:26,PageView,2,M,2018/4/5,1,4,ZARA,7137,Coat,2017/9/23,11798,922,2017/9/19,Clothes,9.198045,2018/4/8
1479594,167478,2018/4/15 16:28,PageView,5,M,2015/11/29,1,1,Other,5997,Candy,2015/12/26,23503,7841,2015/12/25,Food,9.502552,2018/4/15
784529,204570,2018/4/13 21:37,PageView,2,W,2016/3/11,5,1,Apple,4178,Phone,2017/7/6,0,0,,Electronics,0,2018/4/13
784529,145052,2018/4/13 21:37,PageView,2,W,2016/3/11,5,1,Apple,4178,Phone,2018/3/30,0,0,,Electronics,0,2018/4/13
1079283,121619,2018/4/9 16:37,PageView,5,M,2014/2/28,7,4,Apple,5523,Phone,2016/2/29,0,0,,Electronics,0,2018/4/9
486282,292850,2018/4/15 7:55,PageView,5,M,2010/12/22,7,1,UNIQLO,9186,Coat,2016/11/24,134142,656114,2013/5/30,Clothes,9.559208,2018/4/15
380862,335827,2018/4/9 10:08,PageView,5,M,2016/5/2,6,4,Other,7041,Facial Essence,2016/10/13,27610,111650,2016/10/10,Beauty Makeup,9.586723,2018/4/9
327651,219130,2018/4/10 3:27,PageView,6,M,2016/7/9,1,5,H&M,1043,Coat,2018/1/2,179,1984,2017/10/24,Clothes,9.686211,2018/4/10
452494,229760,2018/4/12 2:34,PageView,1,M,2018/4/12,6,5,Other,1298,Lipstick,2017/8/2,8980,19338,2016/10/11,Beauty Makeup,9.757155,2018/4/12
333101,69137,2018/4/9 7:25,PageView,6,M,2010/8/27,7,5,Other,4670,Phone,2017/6/13,0,0,,Electronics,0,2018/4/9
333101,329848,2018/4/8 23:07,PageView,6,M,2010/8/27,7,5,Redmi,8158,Phone,2015/7/13,0,0,,Electronics,0,2018/4/8
727916,139634,2018/4/13 23:51,PageView,5,M,2015/8/27,7,2,illuma,4498,Milk Power,2016/12/23,1500,4630,2016/6/24,Mother and Infant,9.158014,2018/4/13
1258645,101645,2018/4/12 17:43,PageView,5,M,2012/9/2,7,4,Apple,4178,Phone,2015/3/5,0,0,,Electronics,0,2018/4/12
855935,45586,2018/4/14 22:04,PageView,6,M,2012/9/3,7,3,UNIQLO,1912,Coat,2015/7/9,2511707,175996,2015/7/7,Clothes,9.639505,2018/4/14
879570,162593,2018/4/15 20:42,PageView,2,M,2011/8/24,7,3,Joyoung,1008,Induction Cooker,2014/5/2,36914,198146,2016/2/29,Household Eletric Appliance,9.419514,2018/4/15
939399,363313,2018/4/11 22:01,PageView,6,M,2009/5/30,7,1,ERKE,5329,Running Shoes,2016/1/12,58398,58494,2013/5/23,Outdoor Sports,9.621522,2018/4/11
1317700,319227,2018/4/8 15:28,PageView,6,M,2015/7/3,7,4,HLA,7114,Coat,2017/9/9,39541,29078,2017/8/25,Clothes,9.185201,2018/4/8
